Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
48,No,Travel_Rarely,1057,Research & Development,16,4,Medical,1,1171,2,Female,70,3,1,Sales Executive,1,Married,4389,16280,4,Y,No,17,3,3,80,1,27,3,3,3,3,3,3
35,No,Travel_Rarely,701,Sales,9,3,Medical,1,1172,1,Male,71,3,1,Research Scientist,3,Single,6698,10510,6,Y,No,22,3,4,80,0,9,2,2,10,10,2,10
24,Yes,Travel_Frequently,482,Research & Development,28,4,Medical,1,1173,4,Female,52,3,2,Laboratory Technician,3,Single,9612,21512,4,Y,No,24,3,3,80,1,3,3,3,6,3,6,6
27,No,Travel_Rarely,1454,Sales,13,4,Life Sciences,1,1174,4,Female,62,3,2,Manufacturing Director,1,Single,8482,16848,4,Y,Yes,22,3,3,80,1,32,5,3,17,12,4,2
24,No,Travel_Rarely,580,Research & Development,3,5,Marketing,1,1175,2,Female,49,2,4,Laboratory Technician,4,Married,2685,15161,2,Y,No,25,3,3,80,1,16,2,3,0,0,0,0
50,No,Travel_Rarely,116,Human Resources,9,4,Life Sciences,1,1176,4,Male,54,4,1,Manager,4,Married,8799,18703,4,Y,No,23,3,4,80,2,10,4,2,33,10,10,8
40,No,Travel_Frequently,617,Research & Development,13,4,Other,1,1177,3,Female,81,2,3,Healthcare Representative,2,Divorced,6291,23826,7,Y,No,13,3,4,80,0,6,4,3,10,1,7,2
38,No,Travel_Rarely,292,Research & Development,21,4,Life Sciences,1,1178,2,Male,41,4,2,Laboratory Technician,3,Single,14385,24944,7,Y,No,25,4,3,80,1,16,6,3,15,4,7,6
36,No,Travel_Frequently,1293,Research & Development,22,3,Other,1,1179,3,Male,61,3,2,Manager,2,Divorced,10440,21657,1,Y,No,25,3,4,80,1,27,3,2,11,11,11,11
36,Yes,Travel_Frequently,722,Sales,2,1,Medical,1,1180,2,Male,62,3,1,Healthcare Representative,4,Married,1611,11097,0,Y,No,13,3,1,80,3,16,3,2,39,2,4,3
53,No,Travel_Rarely,1262,Sales,8,3,Medical,1,1181,4,Male,97,3,2,Healthcare Representative,4,Married,2946,16322,1,Y,Yes,14,3,4,80,0,40,2,3,39,18,6,4
46,Yes,Non-Travel,255,Research & Development,27,5,Life Sciences,1,1182,1,Male,44,3,1,Research Director,2,Single,7821,6317,6,Y,Yes,13,3,4,80,0,9,4,2,11,11,7,8
35,No,Travel_Frequently,1334,Research & Development,9,4,Life Sciences,1,1183,4,Male,80,3,1,Research Scientist,4,Single,2076,25998,2,Y,No,25,3,3,80,0,25,2,2,15,15,10,2
19,No,Travel_Frequently,373,Sales,16,4,Life Sciences,1,1184,1,Male,35,3,2,Research Scientist,3,Divorced,14410,6160,7,Y,Yes,25,3,4,80,0,5,2,3,12,12,3,12
18,No,Travel_Frequently,244,Research & Development,2,4,Life Sciences,1,1185,3,Male,98,3,3,Sales Representative,3,Single,6261,22840,3,Y,Yes,13,3,3,80,0,16,3,2,3,2,1,3
22,Yes,Travel_Rarely,1194,Sales,6,2,Medical,1,1186,4,Male,98,4,3,Healthcare Representative,4,Married,14481,23501,9,Y,No,18,3,2,80,1,15,3,3,2,2,2,2
37,No,Travel_Rarely,348,Sales,22,2,Life Sciences,1,1187,1,Male,64,3,2,Research Director,3,Single,1388,22787,9,Y,No,17,3,4,80,1,38,3,3,5,5,5,0
28,Yes,Travel_Rarely,1386,Human Resources,8,3,Marketing,1,1188,3,Male,63,3,2,Sales Executive,3,Divorced,6205,2340,7,Y,No,23,3,3,80,3,25,3,2,15,0,4,15
59,No,Travel_Rarely,889,Research & Development,26,2,Life Sciences,1,1189,3,Male,92,3,2,Manufacturing Director,3,Single,14890,24215,1,Y,Yes,17,3,3,80,0,3,5,3,0,0,0,0
19,No,Travel_Rarely,180,Research & Development,28,3,Human Resources,1,1190,3,Male,97,2,5,Sales Executive,2,Married,13128,20096,4,Y,No,25,3,3,80,3,19,2,2,8,8,8,8
20,No,Travel_Frequently,724,Human Resources,5,5,Medical,1,1191,2,Female,47,3,2,Laboratory Technician,2,Married,9746,13731,5,Y,No,24,3,4,80,2,40,4,3,5,5,5,4
40,No,Travel_Frequently,626,Research & Development,9,4,Life Sciences,1,1192,1,Male,55,3,1,Sales Executive,4,Married,6268,10706,0,Y,No,20,3,4,80,3,10,4,4,8,6,3,8
29,No,Travel_Rarely,873,Research & Development,1,3,Life Sciences,1,1193,3,Female,90,3,1,Sales Executive,3,Married,12642,7254,0,Y,No,12,3,2,80,3,22,2,3,27,5,3,12
37,No,Travel_Frequently,1039,Sales,9,1,Life Sciences,1,1194,3,Male,77,3,2,Sales Executive,4,Married,11470,3465,8,Y,No,21,3,3,80,2,32,4,3,0,0,0,0
22,No,Travel_Frequently,1455,Sales,10,3,Life Sciences,1,1195,3,Female,60,3,2,Manufacturing Director,2,Divorced,3931,9822,4,Y,No,19,3,4,80,2,30,2,3,19,1,8,1
54,No,Travel_Rarely,1314,Research & Development,23,3,Medical,1,1196,2,Male,63,2,1,Research Scientist,3,Divorced,4396,6332,3,Y,No,23,3,3,80,1,6,4,3,14,12,8,12
55,No,Travel_Rarely,1220,Research & Development,4,3,Medical,1,1197,3,Male,36,3,3,Sales Executive,4,Divorced,15562,21090,0,Y,No,16,3,4,80,1,21,4,3,2,0,2,2
47,No,Travel_Rarely,718,Research & Development,3,1,Other,1,1198,3,Male,36,4,2,Research Scientist,2,Single,11071,20558,2,Y,No,24,3,4,80,3,4,4,1,17,14,10,8
26,No,Travel_Frequently,1133,Sales,10,3,Medical,1,1199,3,Male,76,3,2,Sales Executive,1,Divorced,7968,8013,3,Y,Yes,13,3,3,80,1,36,2,2,7,7,7,7
51,No,Travel_Rarely,168,Sales,15,2,Other,1,1200,3,Female,37,3,1,Research Director,3,Single,10956,6418,4,Y,No,19,3,3,80,0,0,3,4,7,7,7,0
52,No,Travel_Rarely,292,Research & Development,11,4,Other,1,1201,2,Male,30,2,1,Research Scientist,2,Single,10568,9891,9,Y,No,19,3,2,80,2,5,4,3,7,7,7,7
39,No,Travel_Rarely,1491,Sales,14,1,Technical Degree,1,1202,2,Male,32,4,4,Research Scientist,1,Divorced,1560,21213,4,Y,No,16,3,3,80,1,3,4,2,36,7,7,10
41,No,Travel_Frequently,869,Research & Development,6,1,Medical,1,1203,2,Female,82,3,3,Manager,4,Divorced,1142,24561,9,Y,No,23,3,3,80,2,29,4,2,35,1,6,7
34,No,Travel_Frequently,622,Sales,12,1,Life Sciences,1,1204,3,Male,67,3,1,Manufacturing Director,4,Married,7616,25830,7,Y,No,20,3,4,80,0,29,4,2,32,10,0,12
27,No,Travel_Rarely,1091,Sales,13,3,Life Sciences,1,1205,2,Male,80,4,1,Healthcare Representative,3,Divorced,12112,11115,2,Y,No,16,3,4,80,1,16,2,4,30,7,7,15
47,Yes,Non-Travel,1242,Research & Development,17,3,Medical,1,1206,3,Male,44,3,2,Manufacturing Director,4,Divorced,11214,5152,6,Y,No,18,3,2,80,0,23,2,3,0,0,0,0
40,No,Travel_Frequently,368,Research & Development,16,4,Medical,1,1207,3,Male,96,3,1,Research Director,4,Married,7608,11135,5,Y,No,18,3,4,80,3,30,4,3,5,0,5,5
49,No,Non-Travel,586,Research & Development,3,3,Life Sciences,1,1208,3,Female,93,3,2,Sales Executive,4,Married,14381,7428,9,Y,Yes,25,3,3,80,0,27,4,3,30,17,3,16
34,No,Non-Travel,1423,Sales,2,3,Medical,1,1209,3,Female,97,2,4,Human Resources,1,Married,6133,3247,9,Y,No,16,3,3,80,2,3,2,2,18,4,12,5
34,No,Travel_Frequently,1289,Research & Development,11,3,Life Sciences,1,1210,2,Female,34,3,1,Manager,1,Single,2069,7034,9,Y,No,17,3,3,80,0,38,2,2,6,0,0,6
31,Yes,Travel_Rarely,477,Sales,29,3,Marketing,1,1211,3,Female,39,1,1,Laboratory Technician,1,Single,15057,16701,5,Y,No,14,4,4,80,0,18,0,3,19,11,0,8
26,No,Travel_Rarely,754,Research & Development,9,1,Life Sciences,1,1212,4,Male,37,3,4,Manufacturing Director,1,Married,19579,14115,9,Y,No,11,3,3,80,0,23,3,2,2,2,2,2
57,No,Travel_Rarely,1393,Human Resources,3,3,Medical,1,1213,3,Male,41,1,1,Manufacturing Director,2,Married,4179,5173,8,Y,No,14,3,2,80,1,6,3,2,11,11,11,11
19,No,Travel_Rarely,650,Sales,29,4,Technical Degree,1,1214,4,Male,93,4,4,Sales Executive,3,Single,11928,18880,6,Y,Yes,18,3,3,80,1,8,3,2,8,8,2,6
42,No,Travel_Rarely,1199,Research & Development,18,4,Life Sciences,1,1215,4,Female,88,2,2,Sales Executive,2,Single,17988,21453,6,Y,Yes,22,3,2,80,0,21,3,3,10,1,9,1
56,No,Travel_Rarely,174,Sales,20,4,Medical,1,1216,3,Female,96,3,4,Research Director,1,Married,16592,15008,0,Y,No,23,3,3,80,1,1,3,2,17,14,0,10
26,No,Non-Travel,409,Research & Development,15,2,Marketing,1,1217,1,Male,79,3,1,Laboratory Technician,3,Divorced,5115,9630,0,Y,No,18,3,2,80,0,26,4,3,36,10,7,17
39,No,Travel_Frequently,300,Research & Development,14,2,Life Sciences,1,1218,3,Male,52,3,1,Research Scientist,2,Married,4430,24397,8,Y,No,24,4,4,80,2,15,2,3,3,3,3,2
60,No,Travel_Frequently,1255,Human Resources,2,5,Life Sciences,1,1219,2,Female,69,3,2,Healthcare Representative,4,Married,17312,25238,8,Y,No,12,3,2,80,0,4,2,2,18,2,11,13
21,No,Travel_Rarely,673,Sales,17,1,Life Sciences,1,1220,3,Male,47,3,2,Laboratory Technician,1,Divorced,3287,3074,9,Y,Yes,25,3,3,80,1,11,4,2,13,12,3,12
43,No,Travel_Rarely,892,Research & Development,22,2,Medical,1,1221,4,Female,50,3,1,Sales Executive,4,Divorced,18557,8774,2,Y,Yes,17,3,1,80,1,25,4,4,15,12,13,15
46,No,Travel_Rarely,1276,Human Resources,26,2,Medical,1,1222,4,Male,30,3,4,Healthcare Representative,4,Married,18010,15458,7,Y,No,23,3,4,80,3,14,3,3,6,2,5,6
51,No,Travel_Rarely,1331,Research & Development,8,3,Life Sciences,1,1223,2,Male,67,3,3,Healthcare Representative,4,Divorced,14061,12580,8,Y,No,11,3,3,80,2,2,5,3,35,9,8,6
40,No,Travel_Rarely,280,Research & Development,10,2,Medical,1,1224,3,Male,70,3,2,Sales Executive,4,Married,1459,4478,0,Y,No,12,3,4,80,3,8,1,2,7,3,7,2
54,No,Travel_Rarely,298,Sales,26,3,Life Sciences,1,1225,3,Female,71,2,1,Research Director,4,Single,10999,13638,2,Y,Yes,24,3,4,80,0,27,2,4,1,1,1,1
28,Yes,Non-Travel,836,Research & Development,18,3,Technical Degree,1,1226,4,Male,38,4,3,Research Scientist,2,Single,13787,14414,5,Y,Yes,18,4,4,80,2,38,3,2,15,15,7,1
23,No,Travel_Rarely,190,Sales,25,4,Life Sciences,1,1227,4,Male,52,3,3,Laboratory Technician,4,Married,8381,11084,3,Y,No,21,3,4,80,2,35,4,4,1,0,1,1
35,No,Travel_Rarely,900,Sales,29,1,Technical Degree,1,1228,4,Female,40,2,2,Sales Executive,4,Married,2901,12881,7,Y,No,20,3,1,80,3,24,3,4,4,4,4,4
38,No,Travel_Rarely,889,Research & Development,19,3,Medical,1,1229,1,Female,100,3,4,Manufacturing Director,4,Married,19847,3460,8,Y,No,25,3,3,80,1,40,3,3,2,1,0,2
59,Yes,Travel_Rarely,849,Research & Development,8,3,Marketing,1,1230,3,Female,60,4,1,Research Scientist,2,Married,14371,5032,6,Y,Yes,23,3,2,80,3,27,1,3,9,9,9,2
53,No,Travel_Rarely,1308,Human Resources,28,3,Medical,1,1231,2,Male,55,1,1,Research Scientist,3,Single,4817,19740,0,Y,Yes,23,4,4,80,1,20,3,3,4,4,4,4
58,No,Non-Travel,310,Research & Development,8,3,Medical,1,1232,1,Female,59,3,1,Manager,3,Single,10485,26137,1,Y,Yes,14,3,4,80,1,28,2,2,1,1,1,1
55,Yes,Travel_Rarely,594,Research & Development,3,4,Life Sciences,1,1233,4,Male,63,3,3,Sales Executive,3,Married,19150,8281,0,Y,Yes,24,3,4,80,1,24,3,3,20,2,9,12
51,No,Travel_Rarely,1255,Research & Development,3,1,Marketing,1,1234,4,Male,75,2,2,Manager,4,Single,17615,10589,8,Y,No,13,3,1,80,1,29,3,4,7,2,7,7
34,No,Travel_Rarely,766,Research & Development,12,4,Medical,1,1235,2,Male,98,3,1,Laboratory Technician,1,Married,19758,11979,3,Y,No,24,3,3,80,1,38,4,2,6,6,1,0
54,No,Travel_Rarely,1138,Sales,22,3,Medical,1,1236,1,Male,34,3,1,Human Resources,2,Married,2618,20794,9,Y,No,12,3,3,80,1,10,3,4,29,3,2,12
42,No,Travel_Rarely,972,Research & Development,17,2,Medical,1,1237,2,Female,90,3,1,Laboratory Technician,3,Married,2232,17112,7,Y,No,21,3,1,80,2,18,3,3,9,9,9,9
55,Yes,Travel_Frequently,833,Sales,4,4,Technical Degree,1,1238,4,Male,67,3,1,Sales Executive,2,Single,2916,26387,4,Y,No,16,3,1,80,1,10,3,3,16,7,4,8
29,No,Travel_Rarely,1231,Research & Development,17,3,Medical,1,1239,2,Male,57,3,2,Sales Executive,1,Married,15987,19399,4,Y,Yes,14,3,3,80,1,24,6,2,4,4,4,4
40,Yes,Travel_Rarely,799,Research & Development,14,2,Life Sciences,1,1240,1,Female,55,4,1,Sales Representative,1,Divorced,11952,9208,4,Y,No,13,3,4,80,0,0,4,2,9,9,4,6
59,Yes,Travel_Rarely,1224,Research & Development,19,1,Medical,1,1241,1,Female,90,3,1,Manager,2,Divorced,6819,8668,4,Y,No,13,3,3,80,3,31,4,4,17,1,12,4
39,Yes,Travel_Rarely,695,Research & Development,9,2,Medical,1,1242,3,Female,52,3,3,Research Scientist,3,Divorced,13170,7623,2,Y,No,20,3,3,80,1,20,4,2,3,3,3,3
38,No,Travel_Frequently,987,Sales,21,3,Other,1,1243,4,Male,75,3,2,Manufacturing Director,1,Married,15072,5903,5,Y,No,13,3,3,80,0,12,3,3,15,12,7,13
44,No,Travel_Rarely,953,Research & Development,12,2,Technical Degree,1,1244,2,Female,59,1,3,Laboratory Technician,4,Single,5946,15630,0,Y,Yes,22,3,3,80,2,33,3,3,10,10,1,10
48,Yes,Travel_Rarely,1317,Sales,5,2,Medical,1,1245,3,Male,96,3,1,Research Director,4,Married,18624,19644,7,Y,No,18,3,4,80,0,16,4,2,6,1,1,2
23,No,Travel_Rarely,426,Research & Development,11,1,Life Sciences,1,1246,1,Female,62,3,1,Research Director,4,Divorced,13269,10825,3,Y,Yes,19,3,3,80,0,18,2,3,16,8,7,7
44,No,Travel_Rarely,1080,Research & Development,20,4,Marketing,1,1247,3,Male,32,2,2,Human Resources,1,Single,10948,24746,5,Y,No,19,3,1,80,1,9,1,2,3,0,0,3
57,Yes,Travel_Rarely,1057,Research & Development,3,4,Medical,1,1248,4,Female,98,3,1,Sales Representative,3,Single,11759,7425,1,Y,No,15,3,3,80,1,8,4,3,16,5,8,13
51,No,Travel_Rarely,995,Sales,21,4,Other,1,1249,2,Male,71,2,1,Sales Representative,3,Single,1746,23507,1,Y,No,11,3,4,80,0,10,2,3,9,1,1,6
29,No,Travel_Rarely,1492,Sales,15,2,Life Sciences,1,1250,2,Male,91,3,3,Sales Executive,4,Married,16944,19938,7,Y,No,20,3,3,80,1,37,5,3,2,2,2,2
24,Yes,Travel_Frequently,1443,Sales,14,4,Life Sciences,1,1251,4,Male,87,3,4,Manager,4,Married,11152,6781,0,Y,No,15,3,3,80,3,30,4,4,14,14,4,5
27,Yes,Travel_Rarely,245,Research & Development,11,3,Life Sciences,1,1252,1,Male,86,4,1,Healthcare Representative,3,Single,17922,7451,7,Y,Yes,11,4,1,80,0,1,3,2,29,6,2,11
34,No,Non-Travel,485,Research & Development,20,4,Medical,1,1253,3,Male,30,2,1,Research Director,4,Divorced,13330,23217,9,Y,No,19,3,2,80,0,23,3,3,3,3,3,3
43,No,Travel_Rarely,317,Sales,8,3,Other,1,1254,3,Female,89,3,4,Laboratory Technician,1,Married,5427,2421,9,Y,No,23,3,4,80,3,4,4,3,22,15,11,3
38,No,Non-Travel,1486,Research & Development,4,3,Life Sciences,1,1255,2,Male,98,2,1,Sales Executive,1,Married,10405,23716,0,Y,No,20,3,2,80,1,29,3,2,4,4,4,2
45,No,Travel_Frequently,425,Research & Development,27,4,Marketing,1,1256,3,Female,88,3,2,Laboratory Technician,4,Married,2995,12379,8,Y,No,23,4,2,80,1,38,3,3,23,11,7,12
19,No,Travel_Rarely,1140,Research & Development,12,1,Medical,1,1257,4,Male,75,3,5,Manufacturing Director,1,Single,1355,12417,0,Y,Yes,25,3,3,80,0,34,5,4,0,0,0,0
60,No,Travel_Frequently,318,Research & Development,8,3,Marketing,1,1258,3,Male,63,3,5,Research Scientist,1,Married,6834,23610,3,Y,Yes,18,3,4,80,1,16,2,4,0,0,0,0
18,No,Travel_Rarely,1052,Research & Development,6,4,Life Sciences,1,1259,1,Female,54,3,2,Research Scientist,4,Married,2224,23210,8,Y,Yes,17,3,1,80,1,30,4,1,1,1,1,1
53,No,Non-Travel,284,Sales,15,4,Technical Degree,1,1260,3,Female,71,4,1,Laboratory Technician,2,Married,14899,22386,0,Y,Yes,12,3,4,80,3,1,4,3,28,12,1,12
43,No,Travel_Rarely,371,Sales,12,4,Life Sciences,1,1261,3,Male,58,2,1,Research Scientist,3,Married,11969,7385,8,Y,No,12,3,3,80,1,15,5,3,8,8,0,7
46,No,Travel_Rarely,1046,Sales,16,4,Marketing,1,1262,3,Male,54,3,4,Research Scientist,4,Married,1253,10519,7,Y,No,24,3,4,80,1,20,3,4,10,9,7,10
38,No,Travel_Rarely,971,Human Resources,16,2,Life Sciences,1,1263,3,Female,83,3,4,Sales Executive,2,Single,15128,17634,4,Y,No,14,3,4,80,3,29,3,2,25,12,0,7
28,No,Non-Travel,568,Research & Development,27,1,Medical,1,1264,1,Male,96,3,2,Research Director,2,Married,12252,5216,5,Y,No,19,3,3,80,3,0,5,3,0,0,0,0
57,Yes,Travel_Rarely,406,Research & Development,21,3,Technical Degree,1,1265,3,Male,44,2,3,Healthcare Representative,1,Divorced,1141,6970,4,Y,No,24,3,1,80,0,13,4,4,5,5,5,5
28,No,Travel_Rarely,1269,Sales,20,3,Life Sciences,1,1266,3,Female,33,3,3,Sales Executive,1,Single,16565,21206,3,Y,No,19,3,2,80,2,15,4,4,13,6,8,6
53,Yes,Travel_Frequently,212,Research & Development,20,2,Life Sciences,1,1267,3,Male,67,3,2,Healthcare Representative,1,Single,18763,15800,9,Y,Yes,24,3,4,80,1,8,4,3,5,3,0,2
56,No,Travel_Frequently,1115,Sales,28,2,Marketing,1,1268,3,Male,49,3,3,Healthcare Representative,1,Married,2096,11218,3,Y,No,18,3,2,80,1,7,3,2,0,0,0,0
57,No,Travel_Rarely,333,Sales,4,3,Medical,1,1269,2,Female,52,3,2,Sales Executive,3,Married,10848,26473,9,Y,No,21,3,2,80,1,8,1,3,13,3,4,2
52,Yes,Travel_Rarely,696,Research & Development,11,4,Medical,1,1270,2,Female,66,3,2,Research Scientist,2,Single,11092,3917,7,Y,No,25,3,2,80,1,33,2,2,5,5,5,5
51,Yes,Travel_Rarely,1398,Human Resources,13,5,Life Sciences,1,1271,4,Male,91,1,1,Manufacturing Director,4,Married,14424,21978,7,Y,No,15,3,3,80,0,32,4,3,0,0,0,0
41,No,Travel_Rarely,274,Research & Development,29,4,Life Sciences,1,1272,3,Male,37,1,3,Laboratory Technician,4,Married,11461,6167,8,Y,Yes,24,4,1,80,1,21,3,3,1,1,1,1
39,No,Travel_Rarely,1074,Research & Development,9,4,Medical,1,1273,3,Male,66,4,2,Healthcare Representative,4,Divorced,14837,19708,2,Y,No,17,3,4,80,1,29,3,2,2,2,2,2
22,No,Non-Travel,1132,Sales,4,3,Life Sciences,1,1274,3,Female,74,4,1,Laboratory Technician,3,Single,9319,12481,9,Y,Yes,22,3,4,80,0,6,3,3,8,8,8,0
50,Yes,Travel_Rarely,1280,Sales,12,5,Human Resources,1,1275,4,Female,62,3,3,Sales Executive,1,Married,3912,6489,7,Y,Yes,19,3,3,80,1,17,3,1,2,2,1,2
53,No,Travel_Rarely,647,Research & Development,9,3,Life Sciences,1,1276,4,Male,36,3,2,Human Resources,4,Single,1903,8145,2,Y,No,13,3,3,80,3,20,2,2,4,4,4,1
37,No,Travel_Rarely,649,Research & Development,13,4,Medical,1,1277,3,Male,51,4,4,Research Scientist,2,Married,2274,3570,1,Y,No,14,3,3,80,1,4,4,3,18,5,12,5
36,No,Travel_Rarely,619,Research & Development,16,4,Life Sciences,1,1278,1,Male,34,3,1,Healthcare Representative,1,Married,17755,20501,1,Y,Yes,12,3,4,80,1,6,5,2,22,8,6,5
52,No,Travel_Rarely,1015,Research & Development,26,4,Life Sciences,1,1279,4,Male,44,4,2,Sales Executive,4,Married,10974,21074,8,Y,Yes,19,3,3,80,3,11,4,3,21,15,7,7
60,No,Travel_Rarely,316,Research & Development,6,3,Medical,1,1280,3,Female,50,3,1,Research Scientist,2,Divorced,9514,26318,3,Y,No,17,3,3,80,1,16,2,3,15,8,13,15
34,Yes,Travel_Rarely,235,Sales,10,1,Medical,1,1281,3,Male,46,3,4,Laboratory Technician,2,Single,19099,9215,4,Y,No,16,3,3,80,0,23,3,3,9,9,8,6
60,No,Non-Travel,386,Sales,13,2,Life Sciences,1,1282,4,Male,85,3,1,Sales Executive,4,Married,8343,4524,1,Y,No,15,3,4,80,1,36,4,2,9,3,9,9
51,No,Travel_Rarely,1251,Research & Development,7,1,Life Sciences,1,1283,3,Male,79,2,2,Laboratory Technician,4,Single,14383,10048,8,Y,No,22,3,3,80,0,18,3,3,36,14,5,0
26,No,Non-Travel,787,Sales,28,1,Life Sciences,1,1284,1,Male,36,3,3,Sales Executive,2,Married,14357,25421,6,Y,No,17,3,3,80,2,15,3,4,29,10,2,13
43,No,Travel_Frequently,1277,Research & Development,26,2,Marketing,1,1285,4,Male,79,3,1,Laboratory Technician,2,Single,16384,13975,2,Y,No,13,4,2,80,3,24,3,3,13,13,4,6
19,No,Travel_Rarely,432,Research & Development,19,3,Medical,1,1286,3,Male,89,4,4,Manufacturing Director,3,Divorced,3402,19011,5,Y,Yes,15,3,3,80,1,26,3,2,7,7,7,6
26,No,Travel_Frequently,1240,Research & Development,24,3,Life Sciences,1,1287,3,Female,36,3,3,Sales Executive,4,Divorced,12811,19734,6,Y,Yes,12,3,3,80,1,6,2,3,17,12,13,3
26,No,Travel_Rarely,995,Sales,19,4,Medical,1,1288,2,Female,69,3,1,Sales Representative,1,Divorced,4703,20135,5,Y,No,15,4,3,80,1,7,2,3,0,0,0,0
57,No,Travel_Rarely,1409,Sales,17,2,Marketing,1,1289,3,Female,74,2,1,Sales Executive,3,Single,18382,14179,9,Y,Yes,17,3,3,80,0,14,3,2,35,15,9,0
34,Yes,Travel_Frequently,1000,Research & Development,13,3,Technical Degree,1,1290,2,Male,88,1,1,Research Scientist,4,Married,15920,20230,9,Y,No,25,3,4,80,2,15,3,4,9,7,9,2
18,No,Travel_Rarely,1200,Research & Development,13,4,Other,1,1291,3,Female,84,3,1,Manufacturing Director,2,Single,11664,25191,5,Y,No,21,3,1,80,1,7,4,3,7,7,7,7
42,No,Travel_Rarely,1291,Research & Development,26,3,Life Sciences,1,1292,3,Female,93,3,4,Laboratory Technician,4,Divorced,10105,5072,7,Y,No,20,3,3,80,0,35,3,3,3,3,3,3
60,No,Travel_Rarely,1314,Research & Development,28,4,Life Sciences,1,1293,4,Male,94,3,4,Laboratory Technician,4,Married,7419,6426,7,Y,Yes,21,3,3,80,2,31,3,3,0,0,0,0
57,No,Travel_Rarely,179,Research & Development,21,1,Life Sciences,1,1294,3,Male,83,1,1,Sales Executive,2,Married,4406,22131,4,Y,No,17,3,3,80,0,16,4,2,0,0,0,0
59,No,Travel_Rarely,1048,Research & Development,2,2,Marketing,1,1295,4,Male,69,4,2,Manager,4,Married,14040,5107,3,Y,No,19,3,3,80,3,35,5,2,3,2,3,1
42,No,Non-Travel,789,Research & Development,10,3,Other,1,1296,4,Male,82,3,2,Manufacturing Director,2,Single,1919,17183,4,Y,Yes,13,3,4,80,1,21,3,2,9,6,6,9
56,No,Travel_Rarely,122,Research & Development,22,2,Medical,1,1297,3,Female,73,4,1,Sales Executive,4,Married,19516,26130,8,Y,No,18,3,2,80,1,31,3,4,0,0,0,0
52,No,Travel_Rarely,667,Research & Development,13,3,Life Sciences,1,1298,2,Male,92,3,1,Research Scientist,4,Single,19244,25578,9,Y,No,15,3,4,80,0,10,3,3,38,8,11,7
20,No,Travel_Rarely,1309,Sales,26,3,Medical,1,1299,4,Male,31,2,1,Manager,2,Divorced,15924,16102,5,Y,No,17,3,4,80,1,5,4,3,5,5,5,5
54,No,Travel_Rarely,1347,Research & Development,9,2,Life Sciences,1,1300,3,Male,50,3,2,Laboratory Technician,4,Divorced,13872,23344,2,Y,No,11,3,3,80,2,21,5,4,3,3,3,3
47,Yes,Travel_Rarely,928,Research & Development,1,2,Life Sciences,1,1301,1,Male,79,3,2,Sales Executive,4,Married,12966,20242,2,Y,No,11,3,4,80,1,13,3,2,8,8,3,5
55,No,Non-Travel,1453,Research & Development,14,3,Medical,1,1302,2,Male,81,3,2,Research Scientist,2,Divorced,2624,19600,0,Y,No,14,3,3,80,3,27,4,2,0,0,0,0
51,No,Travel_Rarely,280,Research & Development,29,3,Life Sciences,1,1303,4,Male,38,3,1,Research Scientist,1,Married,11591,5924,4,Y,No,15,3,3,80,1,38,3,4,26,1,2,14
29,No,Travel_Rarely,1237,Research & Development,16,3,Life Sciences,1,1304,1,Male,49,2,3,Laboratory Technician,1,Divorced,10406,25178,5,Y,No,23,3,4,80,3,11,1,3,6,0,3,6
36,No,Travel_Frequently,1184,Research & Development,20,2,Medical,1,1305,2,Female,47,3,2,Manager,3,Married,5035,5052,7,Y,No,20,3,2,80,3,26,5,3,1,1,1,1
54,No,Travel_Frequently,1452,Research & Development,15,2,Life Sciences,1,1306,4,Female,59,4,4,Laboratory Technician,4,Married,7878,3634,8,Y,Yes,13,4,2,80,1,0,3,3,1,1,1,1
34,No,Travel_Rarely,1006,Research & Development,1,1,Life Sciences,1,1307,4,Female,94,2,2,Laboratory Technician,4,Married,11880,10808,6,Y,Yes,16,3,2,80,1,9,2,3,4,4,4,4
27,Yes,Travel_Rarely,770,Research & Development,17,1,Life Sciences,1,1308,3,Female,53,3,4,Sales Representative,3,Single,19839,13293,0,Y,No,13,3,3,80,2,32,6,3,10,1,5,3
29,No,Travel_Rarely,292,Human Resources,24,4,Technical Degree,1,1309,2,Female,76,4,3,Laboratory Technician,3,Married,4321,23945,6,Y,Yes,15,3,2,80,0,15,3,3,5,5,3,5
33,No,Travel_Rarely,1325,Research & Development,13,1,Marketing,1,1310,1,Female,73,3,2,Laboratory Technician,2,Single,9023,9147,9,Y,No,21,3,4,80,2,38,2,4,10,4,10,10
41,No,Travel_Rarely,1437,Sales,27,4,Life Sciences,1,1311,3,Female,58,3,2,Research Scientist,1,Divorced,6028,7764,8,Y,No,23,4,3,80,1,5,3,3,16,11,0,9
